name
Pelé
Nicolò Barella
Jesús Navas González
Michael Owen
Patrick Kluivert
Patrick Vieira
Pavel Nedvěd
Peter Schmeichel
Petr Cech
Raúl González Blanco
Antoine Griezmann
Roberto Carlos
Wayne Rooney
Roy Keane
Andriy Shevchenko
Ruud Gullit
Ruud van Nistelrooy
Carles Puyol Saforcada
Christian Vieri
Steven Gerrard
David Trezeguet
Fernando Hierro Ruiz
Frank Lampard
Frank Rijkaard
Gianluca Zambrotta
Henrik Larsson
Hidetoshi Nakata
John Barnes
Juan Sebastián Verón
Marc Overmars
Michael Ballack
Kingsley Coman
Raphaël Varane
Mats Hummels
Achraf Hakimi
Marcos Llorente
Georginio Wijnaldum
Koen Casteels
Jordi Alba Ramos
Sergio Busquets Burgos
Milan Škriniar
Samir Handanovic
Daniel Parejo Muñoz
Gerard Moreno Balagueró
Jamie Vardy
Lorenzo Insigne
Kalidou Koulibaly
Rodrigo
Riyad Mahrez
João Cancelo
Jack Grealish
Thiago Silva
Fabinho
Thiago
Bernardo Silva
Aymeric Laporte
Dele Alli
